bird,freq
cranioleuca_antisiensis,78
cranioleuca_curtata,65
cranioleuca_demissa,17
cranioleuca_dissita,14
cranioleuca_erythrops,94
cranioleuca_gutturata,58
cranioleuca_hellmayri,42
cranioleuca_henricae,16
cranioleuca_marcapatae,32
cranioleuca_muelleri,5
cranioleuca_obsoleta,67
cranioleuca_pallida,77
cranioleuca_pyrrhophia,82
cranioleuca_semicinerea,41
cranioleuca_subcristata,28
cranioleuca_sulphurifera,18
cranioleuca_vulpecula,20
cranioleuca_vulpina,94
crax_alberti,27
crax_alector,24
crax_blumenbachii,13
crax_daubentoni,6
crax_fasciolata,63
crax_globulosa,12
crax_rubra,29
creagrus_furcatus,12
creatophora_cinerea,31
creurgops_dentatus,5
creurgops_verticalis,16
crex_crex,607
crex_egregia,2
crinifer_piscator,32
crinifer_zonurus,9
criniger_barbatus,16
criniger_calurus,61
criniger_chloronotus,19
criniger_ndussumensis,4
criniger_olivaceus,11
crithagra_albogularis,35
crithagra_ankoberensis,10
crithagra_atrogularis,23
crithagra_buchanani,25
crithagra_burtoni,5
crithagra_capistrata,2
crithagra_citrinelloides,10
crithagra_citrinipectus,2
crithagra_concolor,7
crithagra_donaldsoni,9
crithagra_dorsostriata,20
crithagra_flavigula,9
crithagra_flaviventris,46
crithagra_frontalis,11
crithagra_gularis,35
crithagra_hyposticta,37
crithagra_koliensis,4
crithagra_leucoptera,14
crithagra_leucopygia,13
crithagra_melanochroa,2
crithagra_menachensis,24
crithagra_mennelli,8
crithagra_mozambica,103
crithagra_reichardi,5
crithagra_reichenowi,35
crithagra_rothschildi,4
crithagra_rufobrunnea,17
crithagra_scotops,29
crithagra_striolata,52
crithagra_sulphurata,44
crithagra_symonsi,9
crithagra_totta,13
crithagra_tristriata,4
crithagra_whytii,3
crithagra_xantholaema,7
crithagra_xanthopygia,4
crossleyia_xanthophrys,22
crossoptilon_auritum,7
crossoptilon_crossoptilon,12
crossoptilon_harmani,14
crossoptilon_mantchuricum,14
crotophaga_ani,276
crotophaga_major,129
crotophaga_sulcirostris,137
crypsirina_cucullata,3
crypsirina_temia,47
cryptillas_victorini,38
cryptoleucopteryx_plumbea,29
cryptophaps_poecilorrhoa,5
cryptopipo_holochlora,17
cryptospiza_jacksoni,6
cryptospiza_reichenovii,22
cryptospiza_salvadorii,5
cryptosylvicola_randrianasoloi,15
crypturellus_atrocapillus,30
crypturellus_bartletti,40
crypturellus_berlepschi,13
crypturellus_boucardi,29
crypturellus_brevirostris,13
crypturellus_casiquiare,3
crypturellus_cinereus,236
crypturellus_cinnamomeus,48
crypturellus_duidae,12
crypturellus_erythropus,33
crypturellus_kerriae,7
crypturellus_noctivagus,47
crypturellus_obsoletus,188
crypturellus_parvirostris,84
crypturellus_ptaritepui,2
crypturellus_soui,344
crypturellus_strigulosus,69
crypturellus_tataupa,113
crypturellus_transfasciatus,37
crypturellus_undulatus,184
crypturellus_variegatus,71
cuculus_canorus,1500
cuculus_clamosus,106
cuculus_crassirostris,9
cuculus_gularis,22
cuculus_lepidus,59
cuculus_micropterus,147
cuculus_optatus,144
cuculus_poliocephalus,88
cuculus_rochii,40
cuculus_saturatus,48
cuculus_solitarius,161
culicicapa_ceylonensis,229
culicicapa_helianthea,26
culicivora_caudacuta,43
curaeus_curaeus,78
cursorius_coromandelicus,1
cursorius_cursor,9
cursorius_rufus,6
cursorius_somalensis,2
cursorius_temminckii,8
cutia_legalleni,17
cutia_nipalensis,41
cyanerpes_caeruleus,30
cyanerpes_cyaneus,80
cyanerpes_lucidus,6
cyanerpes_nitidus,12
cyanicterus_cyanicterus,26
cyanistes_caeruleus,1517
cyanistes_cyanus,81
cyanistes_teneriffae,159
cyanochen_cyanoptera,8
cyanocitta_cristata,425
cyanocitta_stelleri,324
cyanocompsa_brissonii,113
cyanocompsa_cyanoides,149
cyanocompsa_parellina,50
cyanocompsa_rothschildii,129
cyanocorax_affinis,106
cyanocorax_beecheii,11
cyanocorax_caeruleus,71
cyanocorax_cayanus,28
cyanocorax_chrysops,131
cyanocorax_cristatellus,64
cyanocorax_cyanomelas,76
cyanocorax_cyanopogon,71
cyanocorax_dickeyi,43
cyanocorax_heilprini,13
cyanocorax_luxuosus,92
cyanocorax_melanocyaneus,27
cyanocorax_mystacalis,52
cyanocorax_sanblasianus,23
cyanocorax_violaceus,147
cyanocorax_yncas,214
cyanocorax_yucatanicus,26
cyanograucalus_azureus,4
cyanolanius_madagascarinus,15
cyanoliseus_patagonus,39
cyanoloxia_glaucocaerulea,24
cyanolyca_argentigula,14
cyanolyca_armillata,100
cyanolyca_cucullata,34
cyanolyca_mirabilis,6
cyanolyca_nanus,27
cyanolyca_pulchra,66
cyanolyca_pumilo,21
cyanolyca_turcosa,86
cyanolyca_viridicyanus,54
cyanomitra_alinae,11
cyanomitra_bannermani,3
cyanomitra_cyanolaema,14
cyanomitra_olivacea,264
cyanomitra_oritis,6
cyanomitra_veroxii,84
cyanomitra_verticalis,24
cyanophaia_bicolor,1
cyanopica_cooki,196
cyanopica_cyanus,44
cyanoptila_cumatilis,14
cyanoptila_cyanomelana,443
cyanoramphus_auriceps,10
cyanoramphus_cookii,7
cyanoramphus_forbesi,8
cyanoramphus_malherbi,2
cyanoramphus_novaezelandiae,17
cyanoramphus_saisseti,2
cyclarhis_gujanensis,726
cyclarhis_nigrirostris,133
cyclopsitta_gulielmitertii,6
cygnus_atratus,37
cygnus_buccinator,67
cygnus_columbianus,212
cygnus_cygnus,567
cygnus_melancoryphus,17
cygnus_olor,430
cymbilaimus_lineatus,194
cymbilaimus_sanctaemariae,50
cymbirhynchus_macrorhynchos,45
cynanthus_doubledayi,3
cynanthus_latirostris,104
cynanthus_sordidus,15
cyornis_brunneatus,15
cyornis_caerulatus,24
cyornis_concretus,21
cyornis_djampeanus,3
cyornis_glaucicomans,25
cyornis_hainanus,80
cyornis_herioti,8
cyornis_hoevelli,26
cyornis_hyacinthinus,6
cyornis_lemprieri,7
cyornis_magnirostris,13
cyornis_olivaceus,29
cyornis_omissus,23
cyornis_oscillans,5
cyornis_pallidipes,9
cyornis_pelingensis,12
cyornis_poliogenys,37
cyornis_rubeculoides,71
cyornis_ruficauda,3
cyornis_rufigastra,39
cyornis_sanfordi,10
cyornis_superbus,30
cyornis_tickelliae,160
cyornis_turcosus,22
cyornis_umbratilis,64
cyornis_unicolor,83
cyphorhinus_arada,144
cyphorhinus_phaeocephalus,109
cyphorhinus_thoracicus,173
cypseloides_cherriei,7
cypseloides_cryptus,6
cypseloides_fumigatus,15
cypseloides_lemosi,2
cypseloides_niger,17
cypseloides_rothschildi,1
cypseloides_senex,3
cypsiurus_balasiensis,28
cypsiurus_parvus,44
cypsnagra_hirundinacea,71
cyrtonyx_montezumae,75
cyrtonyx_ocellatus,17
dacelo_gaudichaud,25
dacelo_leachii,51
dacelo_novaeguineae,54
dacelo_tyro,2
dacnis_albiventris,12
dacnis_berlepschi,12
dacnis_cayana,77
dacnis_egregia,14
dacnis_flaviventer,22
dacnis_hartlaubi,16
dacnis_lineata,15
dacnis_nigripes,5
dacnis_venusta,15
dacnis_viguieri,1
dactylortyx_thoracicus,39
daphoenositta_chrysoptera,12
daphoenositta_miranda,4
daphoenositta_papuensis,3
daption_capense,10
daptrius_ater,80
dasycrotapha_plateni,5
dasycrotapha_pygmaea,2
dasycrotapha_speciosa,16
dasylophus_cumingi,9
dasylophus_superciliosus,2
dasyornis_brachypterus,14
dasyornis_broadbenti,6
dasyornis_longirostris,14
deconychura_longicauda,90
decorana_drepanensis,1
decticus_verrucivorus,2
deleornis_axillaris,1
deleornis_fraseri,6
delichon_dasypus,44
delichon_nipalense,6
delichon_urbicum,574
delothraupis_castaneoventris,20
deltarhynchus_flammulatus,29
dendragapus_fuliginosus,45
dendragapus_obscurus,21
dendrexetastes_rufigula,118
dendrocincla_anabatina,26
dendrocincla_fuliginosa,233
dendrocincla_homochroa,16
dendrocincla_merula,40
dendrocincla_turdina,101
dendrocincla_tyrannina,62
dendrocitta_bayleii,7
dendrocitta_cinerascens,49
dendrocitta_formosae,99
dendrocitta_frontalis,15
dendrocitta_leucogastra,20
dendrocitta_vagabunda,166
dendrocolaptes_certhia,175
dendrocolaptes_hoffmannsi,10
dendrocolaptes_picumnus,139
dendrocolaptes_platyrostris,106
dendrocolaptes_sanctithomae,62
dendrocopos_analis,34
dendrocopos_assimilis,12
dendrocopos_atratus,10
dendrocopos_darjellensis,26
dendrocopos_himalayensis,17
dendrocopos_hyperythrus,26
dendrocopos_leucopterus,22
dendrocopos_leucotos,376
dendrocopos_macei,10
dendrocopos_major,1513
dendrocopos_noguchii,30
dendrocopos_syriacus,108
dendrocoptes_auriceps,11
dendrocoptes_dorae,7
dendrocoptes_medius,496
dendrocygna_arborea,10
dendrocygna_arcuata,24
dendrocygna_autumnalis,207
dendrocygna_bicolor,55
dendrocygna_eytoni,14
dendrocygna_guttata,7
dendrocygna_javanica,46
dendrocygna_viduata,132
dendronanthus_indicus,24
dendroperdix_sephaena,74
dendropicos_abyssinicus,7
dendropicos_elachus,4
dendropicos_elliotii,3
dendropicos_fuscescens,71
dendropicos_gabonensis,3
dendropicos_goertae,23
dendropicos_griseocephalus,38
dendropicos_lugubris,6
dendropicos_obsoletus,1
dendropicos_poecilolaemus,1
dendropicos_spodocephalus,16
dendropicos_stierlingi,1
dendroplex_kienerii,13
dendroplex_picus,213
dendrortyx_barbatus,9
dendrortyx_leucophrys,16
dendrortyx_macroura,34
deroptyus_accipitrinus,67
dicaeum_aeneum,18
dicaeum_aeruginosum,2
dicaeum_agile,17
dicaeum_annae,8
dicaeum_anthonyi,3
dicaeum_aureolimbatum,4
dicaeum_australe,28
dicaeum_bicolor,9
dicaeum_celebicum,8
dicaeum_chrysorrheum,17
dicaeum_concolor,30
dicaeum_cruentatum,81
dicaeum_dayakorum,2
dicaeum_erythrorhynchos,69
dicaeum_erythrothorax,1
dicaeum_eximium,2
dicaeum_geelvinkianum,9
dicaeum_haematostictum,2
dicaeum_hirundinaceum,77
dicaeum_hypoleucum,9
dicaeum_igniferum,14
dicaeum_ignipectus,121
dicaeum_maugei,19
dicaeum_melanoxanthum,6
dicaeum_minullum,36
dicaeum_monticolum,6
dicaeum_nehrkorni,10
dicaeum_nigrilore,4
dicaeum_nitidum,2
dicaeum_pectorale,5
dicaeum_proprium,11
dicaeum_pygmaeum,10
dicaeum_quadricolor,1
dicaeum_retrocinctum,7
dicaeum_sanguinolentum,16
dicaeum_schistaceiceps,7
dicaeum_trigonostigma,119
dicaeum_tristrami,8
dicaeum_trochileum,12
dicaeum_vincens,8
dicaeum_virescens,9
dicaeum_vulneratum,4
dichrozona_cincta,78
dicrurus_adsimilis,179
dicrurus_aeneus,151
dicrurus_andamanensis,17
dicrurus_annectens,27
dicrurus_atactus,9
dicrurus_atripennis,21
dicrurus_balicassius,33
dicrurus_bracteatus,228
dicrurus_caerulescens,46
dicrurus_divaricatus,20
dicrurus_forficatus,34
dicrurus_hottentottus,127
dicrurus_leucophaeus,154
dicrurus_lophorinus,10
dicrurus_ludwigii,123
dicrurus_macrocercus,124
dicrurus_megarhynchus,2
dicrurus_menagei,3
dicrurus_modestus,5
dicrurus_montanus,20
dicrurus_occidentalis,9
dicrurus_paradiseus,382
dicrurus_remifer,82
dicrurus_sharpei,6
dicrurus_waldenii,1
diglossa_albilatera,122
diglossa_baritula,33
diglossa_brunneiventris,29
diglossa_caerulescens,83
diglossa_carbonaria,9
diglossa_cyanea,123
diglossa_glauca,40
diglossa_gloriosa,11
diglossa_gloriosissima,33
diglossa_humeralis,49
diglossa_indigotica,51
diglossa_lafresnayii,80
diglossa_major,9
diglossa_mystacalis,25
diglossa_plumbea,23
diglossa_sittoides,43
diglossa_venezuelensis,1
dinemellia_dinemelli,36
dinopium_benghalense,48
dinopium_everetti,5
dinopium_javanense,43
dinopium_psarodes,2
dinopium_rafflesii,19
dinopium_shorii,7
diomedea_antipodensis,11
diomedea_dabbenena,1
diomedea_epomophora,7
diomedea_exulans,4
diomedea_sanfordi,1
diopsittaca_nobilis,86
diphyllodes_magnificus,33
diphyllodes_respublica,34
discosura_conversii,7
discosura_langsdorffi,3
discosura_longicaudus,4
discosura_popelairii,2
diuca_diuca,57
diuca_speculifera,19
dives_dives,132
dives_warczewiczi,86
dolichonyx_oryzivorus,187
doliornis_remseni,8
doliornis_sclateri,11
dolospingus_fringilloides,22
donacobius_atricapilla,192
donacospiza_albifrons,49
doricha_eliza,5
doricha_enicura,4
doryfera_johannae,15
doryfera_ludovicae,15
drepanis_coccinea,42
drepanoptila_holosericea,1
drepanorhynchus_reichenowi,9
drepanornis_albertisi,8
drepanornis_bruijnii,15
dreptes_thomensis,15
dromaius_novaehollandiae,17
dromas_ardeola,41
dromococcyx_pavoninus,109
dromococcyx_phasianellus,143
drymocichla_incana,1
drymodes_beccarii,14
drymodes_brunneopygia,29
drymodes_superciliaris,7
drymophila_caudata,15
drymophila_devillei,112
drymophila_ferruginea,151
drymophila_genei,75
drymophila_hellmayri,36
drymophila_klagesi,27
drymophila_malura,142
drymophila_ochropyga,137
drymophila_rubricollis,110
drymophila_squamata,178
drymophila_striaticeps,137
drymornis_bridgesii,50
drymotoxeres_pucheranii,8
dryobates_cathpharius,22
dryobates_minor,664
dryobates_nuttallii,92
dryobates_pubescens,262
dryobates_scalaris,162
dryocopus_hodgei,16
dryocopus_javensis,129
dryocopus_lineatus,327
dryocopus_martius,1218
dryocopus_pileatus,175
dryocopus_schulzii,10
dryolimnas_cuvieri,18
dryoscopus_angolensis,6
dryoscopus_cubla,216
dryoscopus_gambensis,31
dryoscopus_pringlii,13
dryoscopus_sabini,11
dryoscopus_senegalensis,18
dubusia_taeniata,120
ducula_aenea,68
ducula_badia,53
ducula_bakeri,11
ducula_basilica,28
ducula_bicolor,14
ducula_brenchleyi,8
ducula_chalconota,4
ducula_cineracea,4
ducula_concinna,18
ducula_finschii,6
ducula_forsteni,7
ducula_galeata,3
ducula_goliath,7
ducula_lacernulata,28
ducula_latrans,22
ducula_luctuosa,5
ducula_melanochroa,1
ducula_myristicivora,16
ducula_neglecta,7
ducula_nicobarica,1
ducula_oceanica,13
ducula_pacifica,18
ducula_perspicillata,22
ducula_pickeringii,14
ducula_pinon,24
ducula_pistrinaria,19
ducula_poliocephala,14
ducula_rosacea,15
ducula_rubricera,28
ducula_rufigaster,13
ducula_spilorrhoa,15
ducula_subflavescens,2
ducula_whartoni,3
ducula_zoeae,26
dulus_dominicus,19
dumetella_carolinensis,422
dumetia_hyperythra,24
dupetor_flavicollis,12
dysithamnus_leucostictus,30
dysithamnus_mentalis,418
dysithamnus_occidentalis,54
dysithamnus_plumbeus,20
dysithamnus_puncticeps,66
dysithamnus_stictothorax,118
dysithamnus_striaticeps,13
dysithamnus_xanthopterus,65
eclectus_roratus,87
edolisoma_admiralitatis,1
edolisoma_anale,2
edolisoma_ceramense,5
edolisoma_coerulescens,11
edolisoma_dispar,6
edolisoma_dohertyi,6
edolisoma_holopolium,7
edolisoma_incertum,4
edolisoma_insperatum,2
edolisoma_melas,11
edolisoma_mindanense,4
edolisoma_monacha,2
edolisoma_montanum,19
edolisoma_morio,11
edolisoma_nesiotis,1
edolisoma_ostentum,11
edolisoma_parvulum,10
edolisoma_remotum,14
edolisoma_salomonis,13
edolisoma_schisticeps,9
edolisoma_tenuirostre,50
egretta_ardesiaca,6
egretta_caerulea,51
egretta_dimorpha,10
egretta_garzetta,385
egretta_gularis,18
egretta_novaehollandiae,10
egretta_picata,6
egretta_rufescens,15
egretta_sacra,7
egretta_thula,76
egretta_tricolor,43
elachura_formosa,84
elaenia_albiceps,78
elaenia_brachyptera,23
elaenia_chilensis,136
elaenia_chiriquensis,112
elaenia_cristata,67
elaenia_dayi,4
elaenia_fallax,3
elaenia_flavogaster,257
elaenia_frantzii,167
elaenia_gigas,19
elaenia_martinica,44
elaenia_mesoleuca,88
elaenia_obscura,97
elaenia_olivina,8
elaenia_pallatangae,57
elaenia_parvirostris,122
elaenia_pelzelni,11
elaenia_ridleyana,16
elaenia_ruficeps,20
elaenia_spectabilis,116
elaenia_strepera,20
elanoides_forficatus,90
elanus_axillaris,6
elanus_caeruleus,257
elanus_leucurus,47
elaphrornis_palliseri,10
electron_carinatum,21
electron_platyrhynchum,129
eleoscytalopus_indigoticus,104
eleoscytalopus_psychopompus,11
eleothreptus_anomalus,39
eleothreptus_candicans,6
elminia_albicauda,14
elminia_albiventris,14
elminia_albonotata,70
elminia_longicauda,20
elminia_nigromitrata,1
elseyornis_melanops,30
elvira_chionura,3
elvira_cupreiceps,9
emarginata_schlegelii,12
emarginata_sinuata,16
emarginata_tractrac,6
emberiza_affinis,8
emberiza_bruniceps,47
emberiza_buchanani,26
emberiza_cabanisi,41
emberiza_caesia,40
emberiza_calandra,1500
emberiza_capensis,55
emberiza_chrysophrys,56
emberiza_cia,310
emberiza_cineracea,19
emberiza_cioides,159
emberiza_cirlus,674
emberiza_citrinella,1500
emberiza_elegans,70
emberiza_flaviventris,101
emberiza_fucata,48
emberiza_godlewskii,37
emberiza_goslingi,20
emberiza_hortulana,1206
emberiza_impetuani,30
emberiza_koslowi,15
emberiza_lathami,16
emberiza_leucocephalos,132
emberiza_melanocephala,107
emberiza_pallasi,65
emberiza_poliopleura,12
emberiza_pusilla,314
emberiza_rustica,192
emberiza_sahari,54
emberiza_schoeniclus,1343
emberiza_siemsseni,15
emberiza_spodocephala,235
emberiza_stewarti,24
emberiza_striolata,22
emberiza_sulphurata,74
emberiza_tahapisi,97
emberiza_tristrami,21
emberiza_variabilis,65
emberiza_vincenti,1
emberiza_yessoensis,39
emberizoides_herbicola,145
emberizoides_ypiranganus,45
embernagra_longicauda,37
embernagra_platensis,134
emblema_pictum,7
eminia_lepida,64
empidonax_affinis,37
empidonax_albigularis,29
empidonax_alnorum,278
empidonax_atriceps,26
empidonax_difficilis,253
empidonax_flavescens,53
empidonax_flaviventris,152
empidonax_fulvifrons,99
empidonax_hammondii,171
empidonax_minimus,252
empidonax_oberholseri,156
empidonax_occidentalis,172
empidonax_traillii,280
empidonax_virescens,207
empidonax_wrightii,124
empidonomus_varius,92
empidornis_semipartitus,5
enicognathus_ferrugineus,45
enicognathus_leptorhynchus,32
enicurus_borneensis,8
enicurus_immaculatus,5
enicurus_leschenaulti,56
enicurus_maculatus,9
enicurus_ruficapillus,15
enicurus_schistaceus,27
enodes_erythrophris,7
ensifera_ensifera,10
entomodestes_coracinus,23
entomodestes_leucotis,32
entomyzon_cyanotis,64
eolophus_roseicapilla,56
eopsaltria_australis,68
eopsaltria_georgiana,4
eopsaltria_griseogularis,5
eos_cyanogenia,5
epimachus_fastosus,24
epimachus_meyeri,16
epinecrophylla_amazonica,33
epinecrophylla_erythrura,22
epinecrophylla_fjeldsaai,28
epinecrophylla_fulviventris,92
epinecrophylla_gutturalis,29
epinecrophylla_haematonota,42
epinecrophylla_leucophthalma,84
epinecrophylla_ornata,92
epinecrophylla_pyrrhonota,15
epinecrophylla_spodionota,47
epthianura_albifrons,12
epthianura_aurifrons,5
epthianura_crocea,9
epthianura_tricolor,33
eremalauda_dunni,15
eremomela_atricollis,7
eremomela_badiceps,4
eremomela_canescens,4
eremomela_flavicrissalis,3
eremomela_gregalis,24
eremomela_icteropygialis,48
eremomela_pusilla,26
eremomela_scotops,21
eremomela_turneri,3
eremomela_usticollis,11
eremophila_alpestris,346
eremophila_bilopha,10
eremopterix_australis,2
eremopterix_griseus,16
eremopterix_hova,17
eremopterix_leucopareia,14
eremopterix_leucotis,11
eremopterix_nigriceps,22
eremopterix_signatus,2
eremopterix_verticalis,11
eriocnemis_aline,5
eriocnemis_cupreoventris,5
eriocnemis_derbyi,7
eriocnemis_glaucopoides,1
eriocnemis_luciani,9
eriocnemis_mirabilis,3
eriocnemis_mosquera,1
eriocnemis_nigrivestis,4
eriocnemis_vestita,7
erithacus_rubecula,1500
erpornis_zantholeuca,52
erythrocercus_holochlorus,11
erythrocercus_livingstonei,15
erythrocercus_mccallii,4
erythrogonys_cinctus,2
erythropitta_arquata,30
erythropitta_celebensis,10
erythropitta_dohertyi,8
erythropitta_erythrogaster,32
erythropitta_granatina,43
erythropitta_kochi,8
erythropitta_macklotii,28
erythropitta_novaehibernicae,5
erythropitta_palliceps,2
erythropitta_rubrinucha,5
erythropitta_rufiventris,22
erythropitta_ussheri,63
erythropitta_venusta,5
erythrotriorchis_radiatus,1
erythrura_coloria,6
erythrura_cyaneovirens,4
erythrura_gouldiae,2
erythrura_hyperythra,7
erythrura_pealii,4
erythrura_psittacea,2
erythrura_trichroa,23
esacus_magnirostris,25
esacus_recurvirostris,25
estrilda_astrild,248
estrilda_caerulescens,10
estrilda_charmosyna,8
estrilda_erythronotos,12
estrilda_kandti,7
estrilda_melpoda,9
estrilda_nonnula,18
estrilda_ochrogaster,7
estrilda_paludicola,12
estrilda_perreini,3
estrilda_poliopareia,3
estrilda_rhodopyga,17
estrilda_rufibarba,3
estrilda_thomensis,3
estrilda_troglodytes,20
eubucco_bourcierii,63
eubucco_richardsoni,40
eubucco_tucinkae,7
eubucco_versicolor,2
euchorthippus_elegantulus,1
euchrepomis_callinota,25
euchrepomis_humeralis,30
euchrepomis_sharpei,8
euchrepomis_spodioptila,37
eucometis_penicillata,114
eudocimus_albus,50
eudocimus_ruber,6
eudromia_elegans,14
eudromia_formosa,10
eudynamys_melanorhynchus,29
eudynamys_orientalis,98
eudynamys_scolopaceus,284
eudyptes_chrysocome,13
eudyptes_chrysolophus,3
eudyptes_moseleyi,1
eudyptes_pachyrhynchus,2
eudyptes_robustus,4
eudyptes_schlegeli,10
eudyptes_sclateri,2
eudyptula_minor,13
eugenes_fulgens,107
eugenes_spectabilis,14
eugerygone_rubra,13
eugralla_paradoxa,77
eulabeornis_castaneoventris,4
eulacestoma_nigropectus,14
eulampis_holosericeus,3
eulampis_jugularis,3
eulidia_yarrellii,5
eumomota_superciliosa,45
eumyias_additus,1
eumyias_albicaudatus,13
eumyias_indigo,30
eumyias_panayensis,36
eumyias_sordidus,6
eumyias_thalassinus,68
euneornis_campestris,5
eunymphicus_cornutus,3
euodice_cantans,21
euodice_malabarica,33
eupetes_macrocerus,40
eupetomena_macroura,69
euphagus_carolinus,99
euphagus_cyanocephalus,80
eupherusa_cyanophrys,6
eupherusa_eximia,8
eupherusa_nigriventris,3
eupholidoptera_astyla,1
euphonia_affinis,82
euphonia_anneae,14
euphonia_cayennensis,25
euphonia_chalybea,45
euphonia_chlorotica,193
euphonia_chrysopasta,122
euphonia_concinna,41
euphonia_cyanocephala,104
euphonia_elegantissima,79
euphonia_finschi,19
euphonia_fulvicrissa,36
euphonia_gouldi,46
euphonia_hirundinacea,79
euphonia_imitans,20
euphonia_jamaica,5
euphonia_laniirostris,162
euphonia_luteicapilla,26
euphonia_mesochrysa,62
euphonia_minuta,56
euphonia_musica,12
euphonia_pectoralis,65
euphonia_plumbea,38
euphonia_rufiventris,54
euphonia_saturata,11
euphonia_trinitatis,36
euphonia_violacea,152
euphonia_xanthogaster,216
euplectes_afer,34
euplectes_albonotatus,13
euplectes_ardens,22
euplectes_aureus,2
euplectes_axillaris,6
euplectes_capensis,38
euplectes_diadematus,3
euplectes_franciscanus,20
euplectes_gierowii,2
euplectes_hartlaubi,13
euplectes_hordeaceus,15
euplectes_macroura,9
euplectes_nigroventris,4
euplectes_orix,45
euplectes_progne,27
euplectes_psammacromius,5
eupodotis_caerulescens,22
eupodotis_rueppelii,1
eupodotis_senegalensis,29
eupodotis_vigorsii,26
eupsittula_aurea,74
eupsittula_cactorum,31
eupsittula_canicularis,72
eupsittula_nana,38
eupsittula_pertinax,77
euptilotis_neoxenus,34
eurillas_ansorgei,16
eurillas_curvirostris,28
eurillas_gracilis,9
eurillas_latirostris,128
eurillas_virens,390
eurocephalus_anguitimens,13
eurocephalus_ruppelli,16
eurostopodus_argus,10
eurostopodus_diabolicus,4
eurostopodus_mystacalis,6
eurostopodus_papuensis,5
euryceros_prevostii,8
eurylaimus_javanicus,44
eurylaimus_ochromalus,84
euryptila_subcinnamomea,14
eurypyga_helias,86
eurystomus_azureus,7
eurystomus_glaucurus,73
eurystomus_gularis,8
eurystomus_orientalis,91
euscarthmus_meloryphus,222
euscarthmus_rufomarginatus,53
euschistospiza_cinereovinacea,2
euschistospiza_dybowskii,1
eutoxeres_aquila,26
eutoxeres_condamini,4
eutriorchis_astur,2
excalfactoria_chinensis,9
falcipennis_canadensis,26
falcipennis_falcipennis,1
falco_alopex,3
falco_amurensis,26
falco_araeus,1
falco_ardosiaceus,3
falco_berigora,17
falco_biarmicus,10
falco_cenchroides,8
falco_cherrug,8
falco_chicquera,3
falco_columbarius,96
falco_concolor,4
falco_cuvierii,1
falco_deiroleucus,30
falco_dickinsoni,2
falco_eleonorae,14
falco_fasciinucha,3
falco_femoralis,54
falco_hypoleucos,2
falco_jugger,2
falco_longipennis,4
falco_mexicanus,9
falco_moluccensis,2
falco_naumanni,108
falco_newtoni,10
falco_novaeseelandiae,3
falco_pelegrinoides,5
falco_peregrinus,291
falco_punctatus,1
falco_rufigularis,89
falco_rupicoloides,7
falco_rupicolus,5
falco_rusticolus,13
falco_severus,5
falco_sparverius,124
falco_subbuteo,175
falco_subniger,1
falco_tinnunculus,426
falco_vespertinus,29
falco_zoniventris,4
falculea_palliata,24
falcunculus_frontatus,21
ferminia_cerverai,26
ficedula_albicilla,156
ficedula_albicollis,370
ficedula_basilanica,22
ficedula_bonthaina,10
ficedula_buruensis,4
ficedula_crypta,4
ficedula_disposita,5
ficedula_dumetoria,41
ficedula_elisae,45
ficedula_harterti,5
ficedula_henrici,18
ficedula_hodgsonii,32
ficedula_hyperythra,86
ficedula_hypoleuca,966
ficedula_luzoniensis,4
ficedula_mugimaki,72
ficedula_narcissina,313
ficedula_nigrorufa,9
ficedula_parva,714
ficedula_platenae,9
ficedula_riedeli,6
ficedula_ruficauda,12
ficedula_rufigula,4
ficedula_sapphira,8
ficedula_semitorquata,31
ficedula_speculigera,19
ficedula_strophiata,30
ficedula_subrubra,11
ficedula_superciliaris,33
ficedula_timorensis,12
ficedula_tricolor,39
ficedula_westermanni,83
ficedula_zanthopygia,82
florisuga_fusca,40
florisuga_mellivora,41
fluvicola_albiventer,24
fluvicola_nengeta,64
fluvicola_pica,22
formicarius_analis,335
formicarius_colma,193
formicarius_moniliger,42
formicarius_nigricapillus,61
formicarius_rufifrons,28
formicarius_rufipectus,93
formicivora_erythronotos,48
formicivora_grantsaui,17
formicivora_grisea,135
formicivora_iheringi,28
formicivora_intermedia,118
formicivora_melanogaster,66
formicivora_rufa,138
formicivora_serrana,71
forpus_coelestis,43
forpus_conspicillatus,76
forpus_crassirostris,4
forpus_cyanopygius,28
forpus_modestus,26
forpus_passerinus,32
forpus_spengeli,3
forpus_xanthops,10
forpus_xanthopterygius,75
foudia_eminentissima,4
foudia_flavicans,6
foudia_madagascariensis,71
foudia_omissa,14
foudia_rubra,57
foudia_sechellarum,9
foulehaio_carunculatus,27
foulehaio_procerior,14
foulehaio_taviunensis,5
francolinus_francolinus,61
francolinus_gularis,11
francolinus_pictus,22
francolinus_pintadeanus,45
francolinus_pondicerianus,70
fraseria_cinerascens,6
fraseria_ocreata,20
fratercula_arctica,58
fratercula_corniculata,1
frederickena_fulva,58
frederickena_unduliger,16
frederickena_viridis,30
fregata_andrewsi,3
fregata_aquila,1
fregata_magnificens,14
fregata_minor,38
fregetta_tropica,3
fringilla_coelebs,1500
fringilla_montifringilla,774
fringilla_teydea,30
fulica_alai,16
fulica_americana,201
fulica_ardesiaca,28
fulica_armillata,27
fulica_atra,1485
fulica_cornuta,6
fulica_cristata,37
fulica_gigantea,44
fulica_leucoptera,9
